home,score,away,result,home_score,away_score,goal_goal,over_1,over_2,over_3,over_4,home_odd,draw_odd,away_odd
BOU,1-1,ARS,1,1,1,1,1,0,0,0,4.88,3.34,1.83
WAT,0-1,MNC,0,0,1,0,0,0,0,0,1.57,3.92,6.28
BUR,2-0,LEI,3,2,0,0,1,0,0,0,2.44,3.24,3.02
WBA,3-3,NWC,1,3,3,1,1,1,1,1,2.24,3.07,3.59
CHE,2-3,TOT,0,2,3,1,1,1,1,1,2.59,3.17,2.87
LIV,2-0,STC,3,2,0,0,1,0,0,0,2.06,3.22,3.95
ARS,3-0,BUR,3,3,0,0,1,1,0,0,2.58,3.19,2.86
LEI,2-1,CHE,3,2,1,1,1,1,0,0,3.09,3.23,2.40
NWC,1-1,BOU,1,1,1,1,1,0,0,0,2.24,3.07,3.59
BRI,1-2,LIV,0,1,2,1,1,1,0,0,1.66,3.64,5.82
SWA,2-1,WAT,3,2,1,1,1,1,0,0,3.55,2.99,2.31
CRY,0-0,MNU,1,0,0,0,0,0,0,0,3.93,3.24,2.05
MNC,2-0,WBA,3,2,0,0,1,0,0,0,1.23,6.22,13.1
SOU,1-0,HUD,3,1,0,0,0,0,0,0,1.56,4.05,6.24
STC,4-2,WHU,3,4,2,1,1,1,1,1,1.95,3.32,4.25
TOT,2-3,EVE,0,2,3,1,1,1,1,1,2.48,3.20,2.99
WAT,2-0,STC,3,2,0,0,1,0,0,0,2.31,2.98,3.56
EVE,1-1,LEI,1,1,1,1,1,0,0,0,2.16,3.10,3.80
HUD,0-1,CRY,0,0,1,0,0,0,0,0,2.44,3.24,3.02
MNU,1-2,TOT,0,1,2,1,1,1,0,0,2.25,3.05,3.60
BUR,3-1,NWC,3,3,1,1,1,1,1,0,3.85,3.17,2.11
WBA,3-0,BOU,3,3,0,0,1,1,0,0,2.24,3.07,3.59
CHE,1-2,ARS,0,1,2,1,1,1,0,0,2.43,3.24,3.02
WHU,3-2,BRI,3,3,2,1,1,1,1,1,1.97,3.26,4.27
MNC,3-0,SWA,3,3,0,0,1,1,0,0,5.84,3.74,1.63
LIV,3-1,SOU,3,3,1,1,1,1,1,0,2.06,3.22,3.95
SOU,3-1,WHU,3,3,1,1,1,1,1,0,2.44,3.21,3.04
STC,1-1,MNC,1,1,1,1,1,0,0,0,3.71,3.08,2.20
NWC,2-1,CHE,3,2,1,1,1,1,0,0,4.88,3.34,1.83
CRY,0-3,LIV,0,0,3,0,1,1,0,0,1.66,3.64,5.82
BOU,0-4,BUR,0,0,4,0,1,1,1,0,3.85,3.17,2.11
TOT,0-0,HUD,1,0,0,0,0,0,0,0,4.39,3.33,1.92
BRI,3-3,WAT,1,3,3,1,1,1,1,1,1.77,3.43,5.16
LEI,0-0,MNU,1,0,0,0,0,0,0,0,1.85,3.47,4.51
SWA,2-1,WBA,3,2,1,1,1,1,0,0,2.24,3.07,3.59
ARS,1-5,EVE,0,1,5,1,1,1,1,1,2.06,3.22,3.95
WAT,3-2,SOU,3,3,2,1,1,1,1,1,2.31,2.98,3.56
WHU,1-0,CRY,3,1,0,0,0,0,0,0,1.97,3.26,4.27
MNC,3-1,BRI,3,3,1,1,1,1,1,0,4.53,3.42,1.86
CHE,1-1,BOU,1,1,1,1,1,0,0,0,4.88,3.34,1.83
EVE,0-0,NWC,1,0,0,0,0,0,0,0,1.47,4.37,7.20
SWA,0-1,STC,0,0,1,0,0,0,0,0,3.55,2.99,2.31
HUD,1-3,LEI,0,1,3,1,1,1,1,0,1.56,4.05,6.24
WBA,1-1,BUR,1,1,1,1,1,0,0,0,1.47,4.37,7.20
MNU,3-3,ARS,1,3,3,1,1,1,1,1,2.43,3.24,3.02
LIV,0-0,TOT,1,0,0,0,0,0,0,0,2.43,3.24,3.02
TOT,1-2,WHU,0,1,2,1,1,1,0,0,3.20,3.19,2.36
CRY,0-3,WAT,0,0,3,0,1,1,0,0,1.77,3.43,5.16
SOU,1-5,MNC,0,1,5,1,1,1,1,1,3.71,3.08,2.20
BRI,2-0,SWA,3,2,0,0,1,0,0,0,1.96,3.29,4.25
BOU,1-0,EVE,3,1,0,0,0,0,0,0,3.85,3.17,2.11
STC,0-1,WBA,0,0,1,0,0,0,0,0,1.56,4.05,6.24
ARS,1-0,HUD,3,1,0,0,0,0,0,0,1.37,4.87,8.61
LEI,3-0,LIV,3,3,0,0,1,1,0,0,2.06,3.22,3.95
BUR,0-0,CHE,1,0,0,0,0,0,0,0,2.06,3.22,3.95
NWC,4-1,MNU,3,4,1,1,1,1,1,1,1.37,4.87,8.61
SOU,0-1,SWA,0,0,1,0,0,0,0,0,1.56,4.05,6.24
BUR,6-0,EVE,3,6,0,0,1,1,1,1,2.39,3.20,3.14
CRY,2-1,MNC,3,2,1,1,1,1,0,0,1.33,5.20,9.52
TOT,0-2,WAT,0,0,2,0,1,0,0,0,2.89,3.34,1.83
ARS,0-2,LIV,0,0,2,0,1,0,0,0,2.25,3.05,3.60
BOU,1-3,MNU,0,1,3,1,1,1,1,0,1.37,4.87,8.61
LEI,4-1,WHU,3,4,1,1,1,1,1,1,2.44,3.21,3.04
NWC,2-1,HUD,3,2,1,1,1,1,0,0,2.24,3.07,3.59
WBA,1-4,CHE,0,1,4,1,1,1,1,1,1.37,4.87,8.61
BRI,3-0,STC,3,3,0,0,1,1,0,0,2.88,3.15,2.60
SWA,1-1,CRY,1,1,1,1,1,0,0,0,1.96,3.29,4.25
MNC,0-0,TOT,1,0,0,0,0,0,0,0,1.85,3.47,4.51
STC,1-1,SOU,1,1,1,1,1,0,0,0,2.31,2.98,3.56
HUD,1-0,BOU,3,1,0,0,0,0,0,0,2.24,3.07,3.59
BRI,2-0,WBA,3,2,0,0,1,0,0,0,2.44,3.24,3.02
EVE,2-0,CHE,3,2,0,0,1,0,0,0,2.06,3.22,3.95
MNU,4-2,BUR,3,4,2,1,1,1,1,1,2.58,3.19,2.86
LIV,2-0,NWC,3,2,0,0,1,0,0,0,4.39,3.33,1.92
WAT,2-2,LEI,1,2,2,1,1,1,1,0,2.31,2.98,3.56
WHU,1-3,ARS,0,1,3,1,1,1,1,0,1.78,3.33,5.32
CRY,1-3,STC,0,1,3,1,1,1,1,0,2.88,3.15,2.60
ARS,0-0,WAT,1,0,0,0,0,0,0,0,3.09,3.23,2.40
NWC,2-3,WHU,0,2,3,1,1,1,1,1,3.02,3.19,2.46
TOT,1-0,SWA,3,1,0,0,0,0,0,0,1.46,4.38,7.18
BOU,1-2,LIV,0,1,2,1,1,1,0,0,4.39,3.33,1.92
BUR,0-2,HUD,0,0,2,0,1,0,0,0,3.85,3.17,2.11
SOU,4-0,BRI,3,4,0,0,1,1,1,0,2.88,3.15,2.60
WBA,2-1,EVE,3,2,1,1,1,1,0,0,3.85,3.17,2.11
CHE,0-2,MNU,0,0,2,0,1,0,0,0,2.43,3.24,3.02
LEI,1-3,MNC,0,1,3,1,1,1,1,0,3.71,3.08,2.20
STC,2-1,TOT,3,2,1,1,1,1,0,0,2.06,3.22,3.95
SWA,0-2,LEI,0,0,2,0,1,0,0,0,1.56,4.05,6.24
WHU,1-2,BOU,0,1,2,1,1,1,0,0,3.02,3.19,2.46
MNU,3-2,EVE,3,3,2,1,1,1,1,1,2.58,3.19,2.86
SOU,1-1,WBA,1,1,1,1,1,0,0,0,1.56,4.05,6.24
MNC,2-0,ARS,3,2,0,0,1,0,0,0,2.13,3.19,3.75
HUD,0-1,CHE,0,0,1,0,0,0,0,0,4.88,3.34,1.83
LIV,1-3,BUR,0,1,3,1,1,1,1,0,2.48,3.20,2.99
WAT,4-0,NWC,3,4,0,0,1,1,1,0,3.55,2.99,2.31
BRI,0-0,CRY,1,0,0,0,0,0,0,0,2.29,3.02,3.53
WBA,1-2,MNU,0,1,2,1,1,1,0,0,4.88,3.34,1.83
EVE,1-1,HUD,1,1,1,1,1,0,0,0,1.47,4.37,7.20
ARS,0-0,SWA,1,0,0,0,0,0,0,0,4.88,3.34,1.83
CHE,0-1,LIV,0,0,1,0,0,0,0,0,2.25,3.05,3.60
LEI,2-1,STC,3,2,1,1,1,1,0,0,2.31,2.98,3.56
BUR,0-2,WHU,0,0,2,0,1,0,0,0,1.86,3.42,4.52
NWC,0-1,MNC,0,0,1,0,0,0,0,0,5.84,3.74,1.63
CRY,0-3,SOU,0,0,3,0,1,1,0,0,2.88,3.15,2.60
BOU,0-1,WAT,0,0,1,0,0,0,0,0,3.55,2.99,2.31
TOT,0-0,BRI,1,0,0,0,0,0,0,0,1.66,3.64,5.82
MNC,3-0,BOU,3,3,0,0,1,1,0,0,5.84,3.74,1.63
SWA,1-0,NWC,3,1,0,0,0,0,0,0,2.24,3.07,3.59
WAT,0-1,BUR,0,0,1,0,0,0,0,0,2.16,3.10,3.80
LIV,0-0,EVE,1,0,0,0,0,0,0,0,2.24,3.08,3.58
STC,0-4,ARS,0,0,4,0,1,1,1,0,3.09,3.23,2.40
BRI,2-1,LEI,3,2,1,1,1,1,0,0,2.88,3.15,2.60
WHU,1-0,CHE,3,1,0,0,0,0,0,0,1.78,3.33,5.32
SOU,2-1,TOT,3,2,1,1,1,1,0,0,2.06,3.22,3.95
CRY,1-2,WBA,0,1,2,1,1,1,0,0,2.44,3.24,3.02
HUD,2-1,MNU,3,2,1,1,1,1,0,0,4.88,3.34,1.83
TOT,3-3,CRY,1,3,3,1,1,1,1,1,3.54,3.00,2.30
WBA,1-1,HUD,1,1,1,1,1,0,0,0,2.24,3.07,3.59
MNU,3-0,LIV,3,3,0,0,1,1,0,0,2.59,3.17,2.87
NWC,1-2,STC,0,1,2,1,1,1,0,0,1.56,4.05,6.24
CHE,2-0,WAT,3,2,0,0,1,0,0,0,1.85,3.47,4.51
EVE,2-1,WHU,3,2,1,1,1,1,0,0,3.00,3.17,2.49
BOU,3-1,SWA,3,3,1,1,1,1,1,0,2.24,3.07,3.59
BUR,1-1,MNC,1,1,1,1,1,0,0,0,3.02,3.24,2.44
ARS,3-0,BRI,3,3,0,0,1,1,0,0,1.57,3.96,6.26
LEI,1-1,SOU,1,1,1,1,1,0,0,0,2.31,2.98,3.56
BRI,0-0,NWC,1,0,0,0,0,0,0,0,1.96,3.29,4.25
STC,2-0,BOU,3,2,0,0,1,0,0,0,1.56,4.05,6.24
SOU,0-2,ARS,0,0,2,0,1,0,0,0,1.85,3.47,4.51
LIV,3-0,HUD,3,3,0,0,1,1,0,0,1.46,4.38,7.18
CRY,0-2,LEI,0,0,2,0,1,0,0,0,2.88,3.15,2.60
TOT,1-0,WBA,3,1,0,0,0,0,0,0,4.39,3.33,1.92
MNC,2-1,CHE,3,2,1,1,1,1,0,0,2.58,3.20,2.86
SWA,1-2,BUR,0,1,2,1,1,1,0,0,3.85,3.17,2.11
WAT,2-0,EVE,3,2,0,0,1,0,0,0,2.44,3.24,3.02
WHU,0-3,MNU,0,0,3,0,1,1,0,0,3.71,3.08,2.19
WBA,2-2,LIV,1,2,2,1,1,1,1,0,4.39,3.33,1.92
EVE,2-3,MNC,0,2,3,1,1,1,1,1,1.70,3.60,5.38
MNU,1-0,WAT,3,1,0,0,0,0,0,0,3.09,3.23,2.40
BOU,0-0,BRI,1,0,0,0,0,0,0,0,1.96,3.29,4.25
LEI,2-0,TOT,3,2,0,0,1,0,0,0,2.06,3.22,3.95
CHE,1-0,SWA,3,1,0,0,0,0,0,0,4.88,3.34,1.83
ARS,1-3,CRY,0,1,3,1,1,1,1,0,1.57,3.96,6.26
NWC,2-2,SOU,1,2,2,1,1,1,1,0,1.56,4.05,6
BUR,5-0,STC,3,5,0,0,1,1,1,1,2.44,3.24,3.02
HUD,0-1,WHU,0,0,1,0,0,0,0,0,1.77,3.44,5.16
CRY,4-1,NWC,3,4,1,1,1,1,1,1,1.96,3.29,4.52
LEI,3-0,WBA,3,3,0,0,1,1,0,0,1.56,4.05,6.24
SOU,4-0,BOU,3,4,0,0,1,1,1,0,1.56,4.05,6.24
STC,1-0,CHE,3,1,0,0,0,0,0,0,3.09,3.23,2.40
SWA,2-2,EVE,1,2,2,1,1,1,1,0,1.47,4.37,7.20
WHU,0-2,LIV,0,0,2,0,1,0,0,0,3.20,3.19,2.36
MNC,2-2,MNU,1,2,2,1,1,1,1,0,2.13,3.19,3.75
BRI,0-5,BUR,0,0,5,0,1,1,1,1,3.04,3.21,2.44
WAT,3-0,HUD,3,3,0,0,1,1,0,0,1.56,4.05,6.24
TOT,1-2,ARS,0,1,2,1,1,1,0,0,2.25,3.05,3.60
MNU,1-2,SWA,0,1,2,1,1,1,0,0,1.37,4.87,8.61
BUR,0-0,SOU,1,0,0,0,0,0,0,0,2.44,3.24,3.02
NWC,2-2,TOT,1,2,2,1,1,1,1,0,1.46,4.38,7.18
EVE,1-1,STC,1,1,1,1,1,0,0,0,2.16,3.10,3.80
LIV,4-2,WAT,3,4,2,1,1,1,1,1,2.89,3.24,2.53
HUD,1-1,MNC,1,1,1,1,1,0,0,0,5.84,3.74,1.63
WBA,0-3,WHU,0,0,3,0,1,1,0,0,3.02,3.19,2.46
ARS,1-1,LEI,1,1,1,1,1,0,0,0,1.85,3.47,4.51
BOU,0-1,CRY,0,0,1,0,0,0,0,0,1.96,3.29,4.25
CHE,2-2,BRI,1,2,2,1,1,1,1,0,3.93,3.24,2.05
STC,0-0,MNU,1,0,0,0,0,0,0,0,1.85,3.47,4.51
SWA,1-1,HUD,1,1,1,1,1,0,0,0,2.24,3.07,3.59
TOT,1-0,BOU,3,1,0,0,0,0,0,0,1.46,4.38,7.18
ARS,2-0,WBA,3,2,0,0,1,0,0,0,4.88,3.34,1.83
WAT,3-2,WHU,3,3,2,1,1,1,1,1,1.95,3.32,4.25
CRY,1-3,BUR,0,1,3,1,1,1,1,0,1.66,3.63,5.82
MNC,4-1,LIV,3,4,1,1,1,1,1,1,1.85,3.47,4.51
SOU,0-0,CHE,1,0,0,0,0,0,0,0,3.09,3.23,2.40
BRI,0-2,EVE,0,0,2,0,1,0,0,0,1.66,3.63,5.82
LEI,3-0,NWC,3,3,0,0,1,1,0,0,1.56,4.05,6.24
NWC,1-1,ARS,1,1,1,1,1,0,0,0,4.88,3.34,1.83
WHU,0-2,MNC,0,0,2,0,1,0,0,0,1.44,4.42,7.71
WBA,0-0,WAT,1,0,0,0,0,0,0,0,3.55,2.99,2.31
MNU,1-0,BRI,3,1,0,0,0,0,0,0,1.57,3.96,6.26
HUD,2-1,STC,3,2,1,1,1,1,0,0,1.56,4.05,6.24
EVE,3-0,SOU,3,3,0,0,1,1,0,0,2.16,3.10,3.80
BOU,0-0,LEI,1,0,0,0,0,0,0,0,1.56,4.05,6.24
CHE,0-2,CRY,0,0,2,0,1,0,0,0,1.57,3.96,6.26
BUR,1-0,TOT,3,1,0,0,0,0,0,0,2.24,3.08,3.58
LIV,1-1,SWA,1,1,1,1,1,0,0,0,1.46,4.38,7.18
TOT,4-2,CHE,3,4,2,1,1,1,1,1,2.59,3.17,2.87
SOU,4-2,MNU,3,4,2,1,1,1,1,1,1.85,3.47,4.51
SWA,2-1,WHU,3,2,1,1,1,1,0,0,1.77,3.44,5.16
BRI,4-2,HUD,3,4,2,1,1,1,1,1,2.44,3.24,3.02
ARS,1-0,BOU,3,1,0,0,0,0,0,0,4.88,3.34,1.83
MNC,2-0,WAT,3,2,0,0,1,0,0,0,1.57,3.92,6.28
LEI,1-2,BUR,0,1,2,1,1,1,0,0,2.44,3.24,3.02
NWC,1-3,WBA,0,1,3,1,1,1,1,0,2.24,3.07,3.59
STC,2-1,LIV,3,2,1,1,1,1,0,0,2.06,3.22,3.95
CRY,0-1,EVE,0,0,1,0,0,0,0,0,1.66,3.63,5.82
BOU,2-2,NWC,1,2,2,1,1,1,1,0,2.24,3.07,3.59
WHU,1-1,STC,1,1,1,1,1,0,0,0,1.95,3.32,4.25
LIV,1-1,BRI,1,1,1,1,1,0,0,0,1.66,3.64,5.82
WBA,2-2,MNC,1,2,2,1,1,1,1,0,1.23,6.22,13.1
BUR,1-0,ARS,3,1,0,0,0,0,0,0,2.58,3.19,2.86
CHE,4-2,LEI,3,4,2,1,1,1,1,1,3.09,3.23,2.40
HUD,0-2,SOU,0,0,2,0,1,0,0,0,1.56,4.05,6.24
EVE,1-1,TOT,1,1,1,1,1,0,0,0,2.48,3.20,2.99
WAT,3-0,SWA,3,3,0,0,1,1,0,0,3.55,2.99,2.31
MNU,3-1,CRY,3,3,1,1,1,1,1,0,3.93,3.24,2.05
CRY,0-1,HUD,0,0,1,0,0,0,0,0,2.44,3.24,3.02
SWA,1-2,MNC,0,1,2,1,1,1,0,0,5.84,3.74,1.63
BRI,1-2,WHU,0,1,2,1,1,1,0,0,1.97,3.26,4.27
LEI,4-1,EVE,3,4,1,1,1,1,1,1,2.16,3.10,3.80
NWC,1-2,BUR,0,1,2,1,1,1,0,0,3.85,3.17,2.11
SOU,2-3,LIV,0,2,3,1,1,1,1,1,2.06,3.22,3.95
BOU,0-0,WBA,1,0,0,0,0,0,0,0,2.24,3.07,3.59
TOT,2-0,MNU,3,2,0,0,1,0,0,0,2.25,3.05,3.60
STC,2-1,WAT,3,2,1,1,1,1,0,0,2.31,2.98,3.56
ARS,4-1,CHE,3,4,1,1,1,1,1,1,2.43,3.24,3.02
HUD,0-2,TOT,0,0,2,0,1,0,0,0,4.39,3.33,1.92
WBA,1-0,SWA,3,1,0,0,0,0,0,0,2.24,3.07,3.59
LIV,3-0,CRY,3,3,0,0,1,1,0,0,1.66,3.64,5.82
WHU,0-4,SOU,0,0,4,0,1,1,1,0,2.44,3.21,3.04
EVE,1-2,ARS,0,1,2,1,1,1,0,0,2.06,3.22,3.95
BUR,6-0,BOU,3,6,0,0,1,1,1,1,3.85,3.17,2.11
WAT,2-0,BRI,3,2,0,0,1,0,0,0,1.77,3.43,5.16
MNU,3-1,LEI,3,3,1,1,1,1,1,0,1.85,3.47,4.51
CHE,3-1,NWC,3,3,1,1,1,1,1,0,4.88,3.34,1.83
MNC,3-1,STC,3,3,1,1,1,1,1,0,3.71,3.08,2.20
CRY,1-1,WHU,1,1,1,1,1,0,0,0,1.97,3.26,4.27
NWC,2-4,EVE,0,2,4,1,1,1,1,1,1.47,4.37,7.20
BRI,1-0,MNC,3,1,0,0,0,0,0,0,4.53,3.42,1.86
LEI,2-1,HUD,3,2,1,1,1,1,0,0,1.56,4.05,6.24
BUR,1-0,WBA,3,1,0,0,0,0,0,0,1.47,4.37,7.20
ARS,1-2,MNU,0,1,2,1,1,1,0,0,2.43,3.24,3.02
SOU,3-0,WAT,3,3,0,0,1,1,0,0,2.31,2.98,3.56
TOT,1-1,LIV,1,1,1,1,1,0,0,0,2.43,3.24,3.02
STC,4-0,SWA,3,4,0,0,1,1,1,0,3.55,2.99,2.31
BOU,1-1,CHE,1,1,1,1,1,0,0,0,4.88,3.34,1.83
SWA,0-0,BRI,1,0,0,0,0,0,0,0,1.96,3.29,4.25
WHU,1-3,TOT,0,1,3,1,1,1,1,0,3.20,3.19,2.36
WAT,2-1,CRY,3,2,1,1,1,1,0,0,1.77,3.43,5.16
LIV,4-0,LEI,3,4,0,0,1,1,1,0,2.06,3.22,3.95
HUD,0-0,ARS,1,0,0,0,0,0,0,0,1.37,4.87,8.61
MNU,3-0,NWC,3,3,0,0,1,1,0,0,1.37,4.87,8.61
CHE,2-1,BUR,3,2,1,1,1,1,0,0,2.06,3.22,3.95
EVE,3-1,BOU,3,3,1,1,1,1,1,0,3.85,3.17,2.11
WBA,2-1,STC,3,2,1,1,1,1,0,0,1.56,4.05,6.24
MNC,1-1,SOU,1,1,1,1,1,0,0,0,3.71,3.08,2.20
WAT,3-2,HUD,3,3,2,1,1,1,1,1,1.56,4.05,6.24
LEI,0-0,SOU,1,0,0,0,0,0,0,0,2.31,2.98,3.56
LIV,1-1,BUR,1,1,1,1,1,0,0,0,2.48,3.20,2.99
ARS,5-0,STC,3,5,0,0,1,1,1,1,3.09,3.23,2.40
CHE,3-0,WHU,3,3,0,0,1,1,0,0,1.78,3.33,5.32
NWC,1-2,MNU,0,1,2,1,1,1,0,0,1.37,4.87,8.61
BRI,1-1,BOU,1,1,1,1,1,0,0,0,1.96,3.29,4.25
EVE,4-1,TOT,3,4,1,1,1,1,1,1,2.48,3.20,2.99
MNC,1-1,WBA,1,1,1,1,1,0,0,0,1.23,6.22,13.1
CRY,2-1,SWA,3,2,1,1,1,1,0,0,1.96,3.29,4.25
BOU,0-1,CRY,0,0,1,0,0,0,0,0,1.96,3.29,4.25
WHU,0-0,STC,1,0,0,0,0,0,0,0,1.95,3.32,4.25
SWA,1-1,WAT,1,1,1,1,1,0,0,0,3.55,2.99,2.31
WBA,1-1,LIV,1,1,1,1,1,0,0,0,4.39,3.33,1.92
BUR,0-3,ARS,0,0,3,0,1,1,0,0,2.58,3.19,2.86
TOT,1-0,BRI,3,1,0,0,0,0,0,0,1.66,3.64,5.82
HUD,1-2,LEI,0,1,2,1,1,1,0,0,1.56,4.05,6.24
SOU,0-2,MNC,0,0,2,0,1,0,0,0,3.71,3.08,2.20
CHE,1-0,NWC,3,1,0,0,0,0,0,0,4.88,3.34,1.83
MNU,3-2,EVE,3,3,2,1,1,1,1,1,2.58,3.19,2.86
WAT,2-2,BOU,1,2,2,1,1,1,1,0,3.55,2.99,2.31
CRY,0-0,TOT,1,0,0,0,0,0,0,0,3.54,3.00,2.30
LEI,1-1,SWA,1,1,1,1,1,0,0,0,1.56,4.05,6.24
NWC,0-0,WHU,1,0,0,0,0,0,0,0,3.02,3.19,2.46
MNC,2-0,HUD,3,2,0,0,1,0,0,0,5.84,3.74,1.63
STC,2-4,BUR,0,2,4,1,1,1,1,1,2.44,3.24,3.02
EVE,4-0,CHE,3,4,0,0,1,1,1,0,2.06,3.22,3.95
ARS,2-0,WBA,3,2,0,0,1,0,0,0,4.88,3.34,1.83
LIV,0-2,SOU,0,0,2,0,1,0,0,0,2.06,3.22,3.95
BRI,0-1,MNU,0,0,1,0,0,0,0,0,1.57,3.96,6.26
TOT,4-1,WAT,3,4,1,1,1,1,1,1,2.89,3.34,1.83
BOU,1-2,LEI,0,1,2,1,1,1,0,0,1.56,4.05,6.24
NWC,3-1,EVE,3,3,1,1,1,1,1,0,1.47,4.37,7.20
SOU,2-1,ARS,3,2,1,1,1,1,0,0,1.85,3.47,4.51
MNU,2-1,CRY,3,2,1,1,1,1,0,0,3.93,3.24,2.05
SWA,1-2,MNC,0,1,2,1,1,1,0,0,5.84,3.74,1.63
CHE,1-0,BRI,3,1,0,0,0,0,0,0,3.93,3.24,2.05
WBA,1-1,STC,1,1,1,1,1,0,0,0,1.56,4.05,6.24
HUD,0-1,LIV,0,0,1,0,0,0,0,0,1.46,4.38,7.18
WHU,0-2,BUR,0,0,2,0,1,0,0,0,1.86,3.42,4.52
MNC,5-0,BOU,3,5,0,0,1,1,1,1,5.84,3.74,1.63
ARS,2-4,HUD,0,2,4,1,1,1,1,1,1.37,4.87,8.61
WAT,1-2,MNU,0,1,2,1,1,1,0,0,3.09,3.23,2.40
LEI,1-0,TOT,3,1,0,0,0,0,0,0,2.06,3.22,3.95
LIV,0-0,SWA,1,0,0,0,0,0,0,0,1.46,4.38,7.18
STC,3-2,SOU,3,3,2,1,1,1,1,1,2.31,2.98,3.56
BRI,0-1,NWC,0,0,1,0,0,0,0,0,1.96,3.29,4.25
EVE,1-1,WHU,1,1,1,1,1,0,0,0,3.00,3.17,2.49
CRY,2-0,CHE,3,2,0,0,1,0,0,0,1.57,3.96,6.26
BUR,0-0,WBA,1,0,0,0,0,0,0,0,1.47,4.37,7.20
BOU,2-3,LIV,0,2,3,1,1,1,1,1,4.39,3.33,1.92
MNU,0-0,LEI,1,0,0,0,0,0,0,0,1.85,3.47,4.51
EVE,3-2,BRI,3,3,2,1,1,1,1,1,1.66,3.63,5.82
