home,score,away,result,home_score,away_score,goal_goal,over_1,over_2,over_3,over_4,home_odd,draw_odd,away_odd
SWA,2-3,ARS,0,2,3,1,1,1,1,1,4.88,3.34,1.83
NWC,2-0,CRY,3,2,0,0,1,0,0,0,1.96,3.29,4.52
HUD,0-5,STC,0,0,5,0,1,1,1,1,1.56,4.05,6.24
WHU,1-2,WBA,0,1,2,1,1,1,0,0,3.02,3.19,2.46
SOU,3-0,BUR,3,3,0,0,1,1,0,0,2.44,3.24,3.02
TOT,0-0,MNC,1,0,0,0,0,0,0,0,1.85,3.47,4.51
CHE,3-0,WAT,3,3,0,0,1,1,0,0,1.85,3.47,4.51
BUR,2-1,HUD,3,2,1,1,1,1,0,0,3.85,3.17,2.11
CRY,1-1,EVE,1,1,1,1,1,0,0,0,1.66,3.63,5.82
STC,0-1,SWA,0,0,1,0,0,0,0,0,3.55,2.99,2.31
ARS,0-1,BOU,0,0,1,0,0,0,0,0,4.88,3.34,1.83
WBA,1-2,SOU,0,1,2,1,1,1,0,0,1.56,4.05,6.24
BRI,1-1,WHU,1,1,1,1,1,0,0,0,1.97,3.26,4.27
MNC,2-2,MNU,1,2,2,1,1,1,1,0,2.13,3.19,3.75
LIV,2-1,TOT,3,2,1,1,1,1,0,0,2.43,3.24,3.02
WAT,1-0,NWC,3,1,0,0,0,0,0,0,3.55,2.99,2.31
LEI,1-1,CHE,1,1,1,1,1,0,0,0,3.09,3.23,2.40
HUD,1-0,WBA,3,1,0,0,0,0,0,0,2.24,3.07,3.59
WHU,0-0,SOU,1,0,0,0,0,0,0,0,2.44,3.21,3.04
SWA,1-3,BUR,0,1,3,1,1,1,1,0,3.85,3.17,2.11
TOT,2-3,ARS,0,2,3,1,1,1,1,1,2.25,3.05,3.60
BRI,3-2,CRY,3,3,2,1,1,1,1,1,2.29,3.02,3.53
CHE,1-0,MNC,3,1,0,0,0,0,0,0,2.58,3.20,2.86
NWC,0-1,LEI,0,0,1,0,0,0,0,0,1.56,4.05,6.24
MNU,2-1,LIV,3,2,1,1,1,1,0,0,2.59,3.17,2.87
EVE,1-1,WAT,1,1,1,1,1,0,0,0,2.44,3.24,3.02
BOU,0-1,STC,0,0,1,0,0,0,0,0,1.56,4.05,6.24
LIV,3-1,CHE,3,3,1,1,1,1,1,0,2.25,3.05,3.60
WBA,1-0,SWA,3,1,0,0,0,0,0,0,2.24,3.07,3.59
CRY,2-1,WHU,3,2,1,1,1,1,0,0,1.97,3.26,4.27
ARS,0-2,MNU,0,0,2,0,1,0,0,0,2.43,3.24,3.02
MNC,3-0,NWC,3,3,0,0,1,1,0,0,5.84,3.74,1.63
SOU,1-1,HUD,1,1,1,1,1,0,0,0,1.56,4.05,6.24
BUR,0-1,BOU,0,0,1,0,0,0,0,0,3.85,3.17,2.11
STC,1-1,TOT,1,1,1,1,1,0,0,0,2.06,3.22,3.95
LEI,1-3,EVE,0,1,3,1,1,1,1,0,2.16,3.10,3.80
WAT,1-1,BRI,1,1,1,1,1,0,0,0,1.77,3.43,5.16
NWC,3-2,LIV,3,3,2,1,1,1,1,1,4.39,3.33,1.92
WHU,2-1,HUD,3,2,1,1,1,1,0,0,1.77,3.44,5.16
MNU,0-2,STC,0,0,2,0,1,0,0,0,1.85,3.47,4.51
EVE,1-2,MNC,0,1,2,1,1,1,0,0,1.70,3.60,5.38
CRY,0-1,WAT,0,0,1,0,0,0,0,0,1.77,3.43,5.16
SWA,2-1,SOU,3,2,1,1,1,1,0,0,1.56,4.05,6.24
CHE,2-1,ARS,3,2,1,1,1,1,0,0,2.43,3.24,3.02
TOT,0-1,BUR,0,0,1,0,0,0,0,0,2.24,3.08,3.58
BRI,3-0,LEI,3,3,0,0,1,1,0,0,2.88,3.15,2.60
BOU,2-3,WBA,0,2,3,1,1,1,1,1,2.24,3.07,3.59
LEI,1-2,CRY,0,1,2,1,1,1,0,0,2.88,3.15,2.60
MNC,2-0,BRI,3,2,0,0,1,0,0,0,4.53,3.42,1.86
WBA,1-2,TOT,0,1,2,1,1,1,0,0,4.39,3.33,1.92
WAT,2-1,WHU,3,2,1,1,1,1,0,0,1.95,3.32,4.25
ARS,1-0,NWC,3,1,0,0,0,0,0,0,4.88,3.34,1.83
BUR,0-2,MNU,0,0,2,0,1,0,0,0,2.58,3.19,2.86
SOU,2-0,BOU,3,2,0,0,1,0,0,0,1.56,4.05,6.24
STC,1-1,CHE,1,1,1,1,1,0,0,0,3.09,3.23,2.40
LIV,2-0,EVE,3,2,0,0,1,0,0,0,2.24,3.08,3.58
HUD,1-2,SWA,0,1,2,1,1,1,0,0,2.24,3.07,3.59
BOU,0-2,HUD,0,0,2,0,1,0,0,0,2.24,3.07,3.59
WAT,2-1,LEI,3,2,1,1,1,1,0,0,2.31,2.98,3.56
NWC,2-2,STC,1,2,2,1,1,1,1,0,1.56,4.05,6.24
WHU,3-1,SWA,3,3,1,1,1,1,1,0,1.77,3.44,5.16
TOT,2-0,SOU,3,2,0,0,1,0,0,0,2.06,3.22,3.95
CRY,1-2,MNC,0,1,2,1,1,1,0,0,1.33,5.20,9.52
CHE,0-0,BUR,1,0,0,0,0,0,0,0,2.06,3.22,3.95
MNU,2-1,WBA,3,2,1,1,1,1,0,0,4.88,3.34,1.83
EVE,0-1,ARS,0,0,1,0,0,0,0,0,2.06,3.22,3.95
BRI,3-1,LIV,3,3,1,1,1,1,1,0,1.66,3.64,5.82
SWA,0-0,BOU,1,0,0,0,0,0,0,0,2.24,3.07,3.59
LIV,1-0,CRY,3,1,0,0,0,0,0,0,1.66,3.64,5.82
ARS,2-1,BRI,3,2,1,1,1,1,0,0,1.57,3.96,6.26
STC,0-2,EVE,0,0,2,0,1,0,0,0,2.16,3.10,3.80
BUR,5-0,NWC,3,5,0,0,1,1,1,1,3.85,3.17,2.11
MNC,0-2,WAT,0,0,2,0,1,0,0,0,1.57,3.92,6.28
HUD,0-0,TOT,1,0,0,0,0,0,0,0,4.39,3.33,1.92
SOU,1-4,MNU,0,1,4,1,1,1,1,1,1.85,3.47,4.51
LEI,1-3,WHU,0,1,3,1,1,1,1,0,2.44,3.21,3.04
WBA,0-5,CHE,0,0,5,0,1,1,1,1,1.37,4.87,8.61
MNU,2-2,HUD,1,2,2,1,1,1,1,0,4.88,3.34,1.83
EVE,2-4,BUR,0,2,4,1,1,1,1,1,2.39,3.20,3.14
NWC,0-3,WBA,0,0,3,0,1,1,0,0,2.24,3.07,3.59
WAT,2-0,LIV,3,2,0,0,1,0,0,0,2.89,3.24,2.53
CHE,2-1,SOU,3,2,1,1,1,1,0,0,3.09,3.23,2.40
BRI,0-2,STC,0,0,2,0,1,0,0,0,2.88,3.15,2.60
CRY,1-2,ARS,0,1,2,1,1,1,0,0,1.57,3.96,6.26
TOT,1-0,SWA,3,1,0,0,0,0,0,0,1.46,4.38,7.18
WHU,3-2,BOU,3,3,2,1,1,1,1,1,3.02,3.19,2.46
LEI,1-1,MNC,1,1,1,1,1,0,0,0,3.71,3.08,2.20
ARS,1-1,WAT,1,1,1,1,1,0,0,0,3.09,3.23,2.40
SWA,1-4,MNU,0,1,4,1,1,1,1,1,1.37,4.87,8.61
BOU,2-2,TOT,1,2,2,1,1,1,1,0,1.46,4.38,7.18
LIV,1-1,LEI,1,1,1,1,1,0,0,0,2.06,3.22,3.95
MNC,2-2,WHU,1,2,2,1,1,1,1,0,1.44,4.42,7.71
BUR,1-1,BRI,1,1,1,1,1,0,0,0,3.04,3.21,2.44
STC,3-0,CRY,3,3,0,0,1,1,0,0,2.88,3.15,2.60
HUD,3-1,CHE,3,3,1,1,1,1,1,0,4.88,3.34,1.83
WBA,2-2,EVE,1,2,2,1,1,1,1,0,3.85,3.17,2.11
SOU,1-2,NWC,0,1,2,1,1,1,0,0,1.56,4.05,6
CHE,3-0,SWA,3,3,0,0,1,1,0,0,4.88,3.34,1.83
WHU,1-1,TOT,1,1,1,1,1,0,0,0,3.20,3.19,2.36
NWC,0-0,HUD,1,0,0,0,0,0,0,0,2.24,3.07,3.59
EVE,1-3,SOU,0,1,3,1,1,1,1,0,2.16,3.10,3.80
LEI,0-2,ARS,0,0,2,0,1,0,0,0,1.85,3.47,4.51
BRI,0-0,WBA,1,0,0,0,0,0,0,0,2.44,3.24,3.02
MNC,3-3,LIV,1,3,3,1,1,1,1,1,1.85,3.47,4.51
MNU,3-0,BOU,3,3,0,0,1,1,0,0,1.37,4.87,8.61
WAT,3-1,STC,3,3,1,1,1,1,1,0,2.31,2.98,3.56
CRY,1-1,BUR,1,1,1,1,1,0,0,0,1.66,3.63,5.82
BOU,2-1,CHE,3,2,1,1,1,1,0,0,4.88,3.34,1.83
SOU,2-2,BRI,1,2,2,1,1,1,1,0,2.88,3.15,2.60
STC,1-1,LEI,1,1,1,1,1,0,0,0,2.31,2.98,3.56
TOT,2-1,MNU,3,2,1,1,1,1,0,0,2.25,3.05,3.60
SWA,1-0,NWC,3,1,0,0,0,0,0,0,2.24,3.07,3.59
BUR,0-1,WAT,0,0,1,0,0,0,0,0,2.16,3.10,3.80
ARS,0-0,MNC,1,0,0,0,0,0,0,0,2.13,3.19,3.75
WBA,2-0,CRY,3,2,0,0,1,0,0,0,2.44,3.24,3.02
HUD,3-2,EVE,3,3,2,1,1,1,1,1,1.47,4.37,7.20
LIV,2-1,WHU,3,2,1,1,1,1,0,0,3.20,3.19,2.36
NWC,0-2,BOU,0,0,2,0,1,0,0,0,2.24,3.07,3.59
CRY,1-1,SOU,1,1,1,1,1,0,0,0,2.88,3.15,2.60
CHE,1-3,TOT,0,1,3,1,1,1,1,0,2.59,3.17,2.87
WHU,1-4,MNU,0,1,4,1,1,1,1,1,3.71,3.08,2.19
LEI,0-0,BUR,1,0,0,0,0,0,0,0,2.44,3.24,3.02
LIV,2-1,ARS,3,2,1,1,1,1,0,0,2.25,3.05,3.60
MNC,2-0,STC,3,2,0,0,1,0,0,0,3.71,3.08,2.20
BRI,0-1,HUD,0,0,1,0,0,0,0,0,2.44,3.24,3.02
EVE,4-1,SWA,3,4,1,1,1,1,1,1,1.47,4.37,7.20
WAT,2-1,WBA,3,2,1,1,1,1,0,0,3.55,2.99,2.31
ARS,1-0,WHU,3,1,0,0,0,0,0,0,1.78,3.33,5.32
MNU,2-1,CHE,3,2,1,1,1,1,0,0,2.43,3.24,3.02
BUR,1-2,MNC,0,1,2,1,1,1,0,0,3.02,3.24,2.44
BOU,3-1,EVE,3,3,1,1,1,1,1,0,3.85,3.17,2.11
SWA,1-1,BRI,1,1,1,1,1,0,0,0,1.96,3.29,4.25
SOU,1-0,WAT,3,1,0,0,0,0,0,0,2.31,2.98,3.56
WBA,0-2,LEI,0,0,2,0,1,0,0,0,1.56,4.05,6.24
TOT,1-0,NWC,3,1,0,0,0,0,0,0,1.46,4.38,7.18
HUD,2-0,CRY,3,2,0,0,1,0,0,0,2.44,3.24,3.02
STC,4-1,LIV,3,4,1,1,1,1,1,1,2.06,3.22,3.95
SOU,1-0,LEI,3,1,0,0,0,0,0,0,2.31,2.98,3.56
WBA,2-1,MNC,3,2,1,1,1,1,0,0,1.23,6.22,13.1
TOT,4-1,EVE,3,4,1,1,1,1,1,1,2.48,3.20,2.99
BOU,0-0,BRI,1,0,0,0,0,0,0,0,1.96,3.29,4.25
WHU,2-2,CHE,1,2,2,1,1,1,1,0,1.78,3.33,5.32
STC,0-2,ARS,0,0,2,0,1,0,0,0,3.09,3.23,2.40
HUD,0-1,WAT,0,0,1,0,0,0,0,0,1.56,4.05,6.24
SWA,3-1,CRY,3,3,1,1,1,1,1,0,1.96,3.29,4.25
MNU,4-0,NWC,3,4,0,0,1,1,1,0,1.37,4.87,8.61
BUR,2-2,LIV,1,2,2,1,1,1,1,0,2.48,3.20,2.99
NWC,0-1,CHE,0,0,1,0,0,0,0,0,4.88,3.34,1.83
STC,1-3,WHU,0,1,3,1,1,1,1,0,1.95,3.32,4.25
ARS,3-1,BUR,3,3,1,1,1,1,1,0,2.58,3.19,2.86
EVE,1-2,MNU,0,1,2,1,1,1,0,0,2.58,3.19,2.86
BRI,3-3,TOT,1,3,3,1,1,1,1,1,1.66,3.64,5.82
WAT,0-0,SWA,1,0,0,0,0,0,0,0,3.55,2.99,2.31
LIV,2-1,WBA,3,2,1,1,1,1,0,0,4.39,3.33,1.92
LEI,4-1,HUD,3,4,1,1,1,1,1,1,1.56,4.05,6.24
MNC,5-0,SOU,3,5,0,0,1,1,1,1,3.71,3.08,2.20
CRY,2-1,BOU,3,2,1,1,1,1,0,0,1.96,3.29,4.25
SOU,2-4,LIV,0,2,4,1,1,1,1,1,2.06,3.22,3.95
BUR,5-1,STC,3,5,1,1,1,1,1,1,2.44,3.24,3.02
TOT,1-1,CRY,1,1,1,1,1,0,0,0,3.54,3.00,2.30
WHU,1-1,NWC,1,1,1,1,1,0,0,0,3.02,3.19,2.46
CHE,2-2,EVE,1,2,2,1,1,1,1,0,2.06,3.22,3.95
HUD,1-0,MNC,3,1,0,0,0,0,0,0,5.84,3.74,1.63
BOU,0-1,WAT,0,0,1,0,0,0,0,0,3.55,2.99,2.31
WBA,2-1,ARS,3,2,1,1,1,1,0,0,4.88,3.34,1.83
MNU,1-0,BRI,3,1,0,0,0,0,0,0,1.57,3.96,6.26
SWA,2-2,LEI,1,2,2,1,1,1,1,0,1.56,4.05,6.24
BUR,0-2,WHU,0,0,2,0,1,0,0,0,1.86,3.42,4.52
CRY,0-2,MNU,0,0,2,0,1,0,0,0,3.93,3.24,2.05
WAT,3-2,TOT,3,3,2,1,1,1,1,1,2.89,3.34,1.83
MNC,2-1,SWA,3,2,1,1,1,1,0,0,5.84,3.74,1.63
LEI,2-1,BOU,3,2,1,1,1,1,0,0,1.56,4.05,6.24
LIV,1-0,HUD,3,1,0,0,0,0,0,0,1.46,4.38,7.18
STC,0-1,WBA,0,0,1,0,0,0,0,0,1.56,4.05,6.24
BRI,1-2,CHE,0,1,2,1,1,1,0,0,3.93,3.24,2.05
ARS,1-0,SOU,3,1,0,0,0,0,0,0,1.85,3.47,4.51
EVE,2-3,NWC,0,2,3,1,1,1,1,1,1.47,4.37,7.20
WBA,1-1,BUR,1,1,1,1,1,0,0,0,1.47,4.37,7.20
SWA,2-3,LIV,0,2,3,1,1,1,1,1,1.46,4.38,7.18
HUD,0-0,ARS,1,0,0,0,0,0,0,0,1.37,4.87,8.61
MNU,2-1,WAT,3,2,1,1,1,1,0,0,3.09,3.23,2.40
NWC,2-1,BRI,3,2,1,1,1,1,0,0,1.96,3.29,4.25
SOU,2-1,STC,3,2,1,1,1,1,0,0,2.31,2.98,3.56
CHE,1-1,CRY,1,1,1,1,1,0,0,0,1.57,3.96,6.26
BOU,3-0,MNC,3,3,0,0,1,1,0,0,5.84,3.74,1.63
TOT,1-1,LEI,1,1,1,1,1,0,0,0,2.06,3.22,3.95
WHU,2-1,EVE,3,2,1,1,1,1,0,0,3.00,3.17,2.49
CRY,0-0,NWC,1,0,0,0,0,0,0,0,1.96,3.29,4.52
LEI,0-2,MNU,0,0,2,0,1,0,0,0,1.85,3.47,4.51
WBA,1-2,WHU,0,1,2,1,1,1,0,0,3.02,3.19,2.46
WAT,1-2,CHE,0,1,2,1,1,1,0,0,1.85,3.47,4.51
STC,2-0,HUD,3,2,0,0,1,0,0,0,1.56,4.05,6.24
BUR,1-2,SOU,0,1,2,1,1,1,0,0,2.44,3.24,3.02
BRI,1-2,EVE,0,1,2,1,1,1,0,0,1.66,3.63,5.82
LIV,1-1,BOU,1,1,1,1,1,0,0,0,4.39,3.33,1.92
MNC,3-3,TOT,1,3,3,1,1,1,1,1,1.85,3.47,4.51
ARS,3-1,SWA,3,3,1,1,1,1,1,0,4.88,3.34,1.83
EVE,2-2,CRY,1,2,2,1,1,1,1,0,1.66,3.63,5.82
HUD,3-1,BUR,3,3,1,1,1,1,1,0,3.85,3.17,2.11
BOU,0-1,ARS,0,0,1,0,0,0,0,0,4.88,3.34,1.83
MNU,0-1,MNC,0,0,1,0,0,0,0,0,2.13,3.19,3.75
TOT,0-4,LIV,0,0,4,0,1,1,1,0,2.43,3.24,3.02
SOU,0-2,WBA,0,0,2,0,1,0,0,0,1.56,4.05,6.24
CHE,0-0,LEI,1,0,0,0,0,0,0,0,3.09,3.23,2.40
WHU,1-0,BRI,3,1,0,0,0,0,0,0,1.97,3.26,4.27
SWA,1-1,STC,1,1,1,1,1,0,0,0,3.55,2.99,2.31
NWC,0-2,WAT,0,0,2,0,1,0,0,0,3.55,2.99,2.31
LIV,0-0,MNU,1,0,0,0,0,0,0,0,2.59,3.17,2.87
MNC,3-3,CHE,1,3,3,1,1,1,1,1,2.58,3.20,2.86
CRY,0-0,BRI,1,0,0,0,0,0,0,0,2.29,3.02,3.53
LEI,3-1,NWC,3,3,1,1,1,1,1,0,1.56,4.05,6.24
SOU,0-1,WHU,0,0,1,0,0,0,0,0,2.44,3.21,3.04
WAT,0-1,EVE,0,0,1,0,0,0,0,0,2.44,3.24,3.02
WBA,0-0,HUD,1,0,0,0,0,0,0,0,2.24,3.07,3.59
BUR,2-1,SWA,3,2,1,1,1,1,0,0,3.85,3.17,2.11
STC,2-1,BOU,3,2,1,1,1,1,0,0,1.56,4.05,6.24
ARS,4-1,TOT,3,4,1,1,1,1,1,1,2.25,3.05,3.60
CHE,1-1,LIV,1,1,1,1,1,0,0,0,2.25,3.05,3.60
MNU,4-0,ARS,3,4,0,0,1,1,1,0,2.43,3.24,3.02
NWC,0-0,MNC,1,0,0,0,0,0,0,0,5.84,3.74,1.63
BOU,0-2,BUR,0,0,2,0,1,0,0,0,3.85,3.17,2.11
TOT,1-1,STC,1,1,1,1,1,0,0,0,2.06,3.22,3.95
BRI,3-2,WAT,3,3,2,1,1,1,1,1,1.77,3.43,5.16
EVE,2-0,LEI,3,2,0,0,1,0,0,0,2.16,3.10,3.80
SWA,4-1,WBA,3,4,1,1,1,1,1,1,2.24,3.07,3.59
WHU,0-0,CRY,1,0,0,0,0,0,0,0,1.97,3.26,4.27
HUD,0-0,SOU,1,0,0,0,0,0,0,0,1.56,4.05,6.24
MNC,1-1,EVE,1,1,1,1,1,0,0,0,1.70,3.60,5.38
SOU,1-1,SWA,1,1,1,1,1,0,0,0,1.56,4.05,6.24
LIV,2-1,NWC,3,2,1,1,1,1,0,0,4.39,3.33,1.92
LEI,1-0,BRI,3,1,0,0,0,0,0,0,2.88,3.15,2.60
BUR,3-2,TOT,3,3,2,1,1,1,1,1,2.24,3.08,3.58
ARS,1-0,CHE,3,1,0,0,0,0,0,0,2.43,3.24,3.02
WAT,0-0,CRY,1,0,0,0,0,0,0,0,1.77,3.43,5.16
WBA,0-0,BOU,1,0,0,0,0,0,0,0,2.24,3.07,3.59
HUD,0-0,WHU,1,0,0,0,0,0,0,0,1.77,3.44,5.16
STC,5-1,MNU,3,5,1,1,1,1,1,1,1.85,3.47,4.51
BRI,2-0,MNC,3,2,0,0,1,0,0,0,4.53,3.42,1.86
NWC,4-0,ARS,3,4,0,0,1,1,1,0,4.88,3.34,1.83
MNU,4-1,BUR,3,4,1,1,1,1,1,1,2.58,3.19,2.86
CRY,1-1,LEI,1,1,1,1,1,0,0,0,2.88,3.15,2.60
TOT,1-0,WBA,3,1,0,0,0,0,0,0,4.39,3.33,1.92
EVE,2-2,LIV,1,2,2,1,1,1,1,0,2.24,3.08,3.58
SWA,0-0,HUD,1,0,0,0,0,0,0,0,2.24,3.07,3.59
CHE,3-1,STC,3,3,1,1,1,1,1,0,3.09,3.23,2.40
WHU,2-1,WAT,3,2,1,1,1,1,0,0,1.95,3.32,4.25
BOU,1-0,SOU,3,1,0,0,0,0,0,0,1.56,4.05,6.24
STC,3-3,NWC,1,3,3,1,1,1,1,1,1.56,4.05,6.24
SOU,0-1,TOT,0,0,1,0,0,0,0,0,2.06,3.22,3.95
ARS,1-3,EVE,0,1,3,1,1,1,1,0,2.06,3.22,3.95
HUD,2-1,BOU,3,2,1,1,1,1,0,0,2.24,3.07,3.59
WBA,1-3,MNU,0,1,3,1,1,1,1,0,4.88,3.34,1.83
LEI,1-3,WAT,0,1,3,1,1,1,1,0,2.31,2.98,3.56
SWA,3-1,WHU,3,3,1,1,1,1,1,0,1.77,3.44,5.16
BUR,3-1,CHE,3,3,1,1,1,1,1,0,2.06,3.22,3.95
MNC,1-1,CRY,1,1,1,1,1,0,0,0,1.33,5.20,9.52
LIV,0-1,BRI,0,0,1,0,0,0,0,0,1.66,3.64,5.82
WAT,3-1,MNC,3,3,1,1,1,1,1,0,1.57,3.92,6.28
MNU,0-1,SOU,0,0,1,0,0,0,0,0,1.85,3.47,4.51
NWC,0-3,BUR,0,0,3,0,1,1,0,0,3.85,3.17,2.11
CRY,0-1,LIV,0,0,1,0,0,0,0,0,1.66,3.64,5.82
EVE,2-1,STC,3,2,1,1,1,1,0,0,2.16,3.10,3.80
BRI,1-2,ARS,0,1,2,1,1,1,0,0,1.57,3.96,6.26
CHE,2-0,WBA,3,2,0,0,1,0,0,0,1.37,4.87,8.61
BOU,0-1,SWA,0,0,1,0,0,0,0,0,2.24,3.07,3.59
WHU,1-2,LEI,0,1,2,1,1,1,0,0,2.44,3.21,3.04
TOT,2-2,HUD,1,2,2,1,1,1,1,0,4.39,3.33,1.92
BOU,3-1,WHU,3,3,1,1,1,1,1,0,3.02,3.19,2.46
SOU,1-1,CHE,1,1,1,1,1,0,0,0,3.09,3.23,2.40
WBA,2-0,NWC,3,2,0,0,1,0,0,0,2.24,3.07,3.59
MNC,2-3,LEI,0,2,3,1,1,1,1,1,3.71,3.08,2.20
ARS,4-0,CRY,3,4,0,0,1,1,1,0,1.57,3.96,6.26
STC,1-0,BRI,3,1,0,0,0,0,0,0,2.88,3.15,2.60
BUR,1-1,EVE,1,1,1,1,1,0,0,0,2.39,3.20,3.14
HUD,1-4,MNU,0,1,4,1,1,1,1,1,4.88,3.34,1.83
SWA,2-3,TOT,0,2,3,1,1,1,1,1,1.46,4.38,7.18
LIV,2-2,WAT,1,2,2,1,1,1,1,0,2.89,3.24,2.53
BRI,0-2,BUR,0,0,2,0,1,0,0,0,3.04,3.21,2.44
WHU,1-4,MNC,0,1,4,1,1,1,1,1,1.44,4.42,7.71
LEI,0-0,LIV,1,0,0,0,0,0,0,0,2.06,3.22,3.95
MNU,3-1,SWA,3,3,1,1,1,1,1,0,1.37,4.87,8.61
NWC,1-1,SOU,1,1,1,1,1,0,0,0,1.56,4.05,6
EVE,3-0,WBA,3,3,0,0,1,1,0,0,3.85,3.17,2.11
CHE,2-1,HUD,3,2,1,1,1,1,0,0,4.88,3.34,1.83
WAT,2-1,ARS,3,2,1,1,1,1,0,0,3.09,3.23,2.40
TOT,3-1,BOU,3,3,1,1,1,1,1,0,1.46,4.38,7.18
CRY,3-2,STC,3,3,2,1,1,1,1,1,2.88,3.15,2.60
STC,0-0,WAT,1,0,0,0,0,0,0,0,2.31,2.98,3.56
SOU,2-2,EVE,1,2,2,1,1,1,1,0,2.16,3.10,3.80
WBA,3-0,BRI,3,3,0,0,1,1,0,0,2.44,3.24,3.02
BUR,1-0,CRY,3,1,0,0,0,0,0,0,1.66,3.63,5.82
TOT,4-0,WHU,3,4,0,0,1,1,1,0,3.20,3.19,2.36
LIV,3-2,MNC,3,3,2,1,1,1,1,1,1.85,3.47,4.51
SWA,0-2,CHE,0,0,2,0,1,0,0,0,4.88,3.34,1.83
HUD,3-0,NWC,3,3,0,0,1,1,0,0,2.24,3.07,3.59
BOU,0-0,MNU,1,0,0,0,0,0,0,0,1.37,4.87,8.61
ARS,4-0,LEI,3,4,0,0,1,1,1,0,1.85,3.47,4.51
NWC,0-0,SWA,1,0,0,0,0,0,0,0,2.24,3.07,3.59
MNC,0-3,ARS,0,0,3,0,1,1,0,0,2.13,3.19,3.75
CRY,3-1,WBA,3,3,1,1,1,1,1,0,2.44,3.24,3.02
